state,dates,cum_positive_cases,cum_positivity_rate,daily_positive_cases,cum_recovered,daily_recovered,cum_deceased,daily_deceased,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tests,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma,cfr1_point,cfr2_point,cfr3_point,cfr3_l95,cfr3_u95,cfr3_l50,cfr3_u50,dbt_point,dbt_l95,dbt_u95,rt_point,rt_sd,rt_l95,rt_u95,rt_l50,rt_u50,t_end
Kolkata,2020-08-20,34716,,583,27346,755,1132,11,,606.5714285714286,,,,,710.9667680300238,,,16.714285714285715,3.2781188462875015,3.974998244258726,4.3021695341605355,3.7314693297078714,4.852062580347784,4.0778133662566285,4.4347827496017125,37.17443844897225,32.891845526465694,41.45703137147881,,,,,,,
Kolkata,2020-08-21,35178,,462,27910,564,1154,22,,584.7142857142857,,,,,721.6412769025421,,,16.857142857142858,3.2977081785448936,3.9705477566749243,4.281970442465888,3.7318178083087994,4.812844538912079,4.069148456385544,4.413888163569035,38.04749745603959,34.18683085593589,41.9081640561433,,,,,,,
North 24 Parganas,2020-01-30,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62584570007398,2.00055085332156,0.248062049862932,7.893641961692969,6.66264448812305,6.66264448812305,10.0
North 24 Parganas,2020-01-31,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.57515329832905,1.99784177012158,0.24310945595388897,7.76109315863142,6.46297651322312,6.46297651322312,11.0
North 24 Parganas,2020-02-01,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59690680336009,2.00602529757691,0.24612735044051004,7.7754208494928,6.53280909112774,6.53280909112774,12.0
North 24 Parganas,2020-02-02,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61215714611713,1.9830373137833703,0.23000503869142896,7.66771009660959,6.4888676195763395,6.4888676195763395,13.0
North 24 Parganas,2020-02-03,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59461194646445,2.0082759495179903,0.23360286590020898,7.68663314261492,6.44500835334708,6.44500835334708,14.0
North 24 Parganas,2020-02-04,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6303611497394104,1.99484110212202,0.260358210092008,7.763505760130339,6.5330082819005,6.5330082819005,15.0
North 24 Parganas,2020-02-05,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61811166050932,1.98688900158988,0.24908904460845702,7.671575226463469,6.41611657784593,6.41611657784593,16.0
North 24 Parganas,2020-02-06,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5984469206360696,1.9994999139574199,0.240877964308702,7.7010769796303,6.53351120980067,6.53351120980067,17.0
North 24 Parganas,2020-02-07,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62343733701353,1.99693332915324,0.223205388544323,7.65538291481886,6.5816494070747105,6.5816494070747105,18.0
North 24 Parganas,2020-02-08,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5532755172366097,1.97989765076327,0.24090984221859302,7.675926197804349,6.4136194873831105,6.4136194873831105,19.0
North 24 Parganas,2020-02-09,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58537773191957,2.00818428938607,0.21831919485716197,7.788383928555731,6.49206581758307,6.49206581758307,20.0
North 24 Parganas,2020-02-10,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6181107600777005,2.00779893011333,0.24212727969565997,7.68657540906763,6.50034282864573,6.50034282864573,21.0
North 24 Parganas,2020-02-11,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5998958363482,1.98384216508212,0.243439022913368,7.68402915008411,6.405736747654291,6.405736747654291,22.0
North 24 Parganas,2020-02-12,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6016118293052797,2.0111958921488,0.251405899074662,7.7323047346314695,6.5275795296552195,6.5275795296552195,23.0
North 24 Parganas,2020-02-13,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6174837912965496,2.02471652994707,0.237896811926154,7.77319278321137,6.52038691756555,6.52038691756555,24.0
North 24 Parganas,2020-02-14,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59327018837101,1.9840246462725901,0.22992812031884302,7.55420082970538,6.4973107425901695,6.4973107425901695,25.0
North 24 Parganas,2020-02-15,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60290994718012,2.03039162854085,0.23592063106679503,7.92095635557941,6.63974362574405,6.63974362574405,26.0
North 24 Parganas,2020-02-16,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61134987734164,2.01997079356389,0.24672413394399398,7.78372094345662,6.5342169213422,6.5342169213422,27.0
North 24 Parganas,2020-02-17,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60057274305013,2.01790972260152,0.232247992467466,7.764274907716691,6.53121042194677,6.53121042194677,28.0
North 24 Parganas,2020-02-18,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5841186591912297,1.9885298944188503,0.23975852555446497,7.71585410610596,6.431448323759331,6.431448323759331,29.0
North 24 Parganas,2020-02-19,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61377268458075,2.00403807767522,0.234790380539114,7.67997470508062,6.51151504729789,6.51151504729789,30.0
North 24 Parganas,2020-02-20,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61995099101106,2.0278708505344496,0.23954371515641498,7.81725875108615,6.583593644623481,6.583593644623481,31.0
North 24 Parganas,2020-02-21,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62360214698528,2.00481172025829,0.239734876271566,7.731578671605919,6.62735227033658,6.62735227033658,32.0
North 24 Parganas,2020-02-22,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.63545290385532,2.0236868300971698,0.24078807608997502,7.79687694286119,6.58127061942623,6.58127061942623,33.0
North 24 Parganas,2020-02-23,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59530843687192,2.00086391847394,0.245842249024101,7.61890692076634,6.515549603497701,6.515549603497701,34.0
North 24 Parganas,2020-02-24,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58942808650888,2.01402710367286,0.240118606428251,7.85549744935708,6.573842286630991,6.573842286630991,35.0
North 24 Parganas,2020-02-25,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58086803916957,1.9641738879181698,0.240409716036983,7.68357794364741,6.46523917304413,6.46523917304413,36.0
North 24 Parganas,2020-02-26,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59977859257702,1.98033032099455,0.229572016127743,7.69008698933427,6.476847430918009,6.476847430918009,37.0
North 24 Parganas,2020-02-27,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61120843510498,2.01950796789419,0.23096468119277802,7.874030764685509,6.4975323785586605,6.4975323785586605,38.0
North 24 Parganas,2020-02-28,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6022411221982003,1.9880104154674398,0.242629767409783,7.74429785825351,6.52734794618419,6.52734794618419,39.0
North 24 Parganas,2020-02-29,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62179300135384,2.0373828503456597,0.243757712624048,7.921989154895151,6.59556958708838,6.59556958708838,40.0
North 24 Parganas,2020-03-01,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.56869712604456,1.97996228984559,0.22972399879422697,7.72164129649709,6.389375612961639,6.389375612961639,41.0
North 24 Parganas,2020-03-02,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59943763536207,1.99680175051648,0.233162400283996,7.7705984891685995,6.50153505413674,6.50153505413674,42.0
North 24 Parganas,2020-03-03,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6070513467473195,2.00656145861357,0.239826622813403,7.78036969083351,6.54953722255038,6.54953722255038,43.0
North 24 Parganas,2020-03-04,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59948878808998,2.0097901014929302,0.235817874416245,7.6963918777905596,6.52941454802026,6.52941454802026,44.0
North 24 Parganas,2020-03-05,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61105725105475,2.00468945106601,0.235105933579518,7.77784400610196,6.521523777490901,6.521523777490901,45.0
North 24 Parganas,2020-03-06,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5883767597154304,1.9708457876413,0.242506288433212,7.5115527647761295,6.49632305528774,6.49632305528774,46.0
North 24 Parganas,2020-03-07,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58863946769072,2.00034171752005,0.22706231830394197,7.6580654494286104,6.48355991975955,6.48355991975955,47.0
North 24 Parganas,2020-03-08,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6023872994492003,1.9827965003277501,0.235501521637026,7.66117993241966,6.501725673530131,6.501725673530131,48.0
North 24 Parganas,2020-03-09,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6014429830936,1.9967909733782199,0.23531968615989302,7.738160917013951,6.563803973832741,6.563803973832741,49.0
North 24 Parganas,2020-03-10,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6271668105607597,2.04461723485277,0.224509544132673,7.8428649057796,6.56317013384596,6.56317013384596,50.0
North 24 Parganas,2020-03-11,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6040397421106203,2.0167932703336597,0.23465847357567501,7.75032545459241,6.62084518669128,6.62084518669128,51.0
North 24 Parganas,2020-03-12,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62479250439043,2.01095454303956,0.24587218433221303,7.80586158412187,6.559644864611549,6.559644864611549,52.0
North 24 Parganas,2020-03-13,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5920696631062596,1.94142631455412,0.24739127883935103,7.56501072577474,6.375259734270589,6.375259734270589,53.0
North 24 Parganas,2020-03-14,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61580299596406,2.0128808378538503,0.24115955109920897,7.85641943621047,6.55838567235888,6.55838567235888,54.0
North 24 Parganas,2020-03-15,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60948178930556,2.00465981272021,0.240679496543422,7.69750012222448,6.52295186753405,6.52295186753405,55.0
North 24 Parganas,2020-03-16,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6263381884652204,2.02443556239497,0.22690468375537198,7.76684324257467,6.5287098266222,6.5287098266222,56.0
North 24 Parganas,2020-03-17,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.57478858755402,2.0050847864378403,0.219555634019369,7.64944701204776,6.44381943346102,6.44381943346102,57.0
North 24 Parganas,2020-03-18,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60475574399616,2.00778016337875,0.226091689806244,7.84115425683129,6.63828495428512,6.63828495428512,58.0
North 24 Parganas,2020-03-19,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59387675833915,2.02308576793123,0.237239139353115,7.82251681675695,6.5640525128641,6.5640525128641,59.0
North 24 Parganas,2020-03-20,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59217329138314,1.9596933951809299,0.253089392763943,7.5954263469937,6.386226889576241,6.386226889576241,60.0
North 24 Parganas,2020-03-21,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59042851022527,1.98519228464788,0.22769358064837,7.71712605931724,6.49079997797874,6.49079997797874,61.0
North 24 Parganas,2020-03-22,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.58040261639219,1.97998166759175,0.23253665141110602,7.69310046674676,6.459296701655849,6.459296701655849,62.0
North 24 Parganas,2020-03-23,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6159918387135197,2.00739672510992,0.237310587423501,7.674368074809361,6.53179227684071,6.53179227684071,63.0
North 24 Parganas,2020-03-24,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60700224919224,2.00889166783965,0.228412974679684,7.74559284998521,6.471097289547889,6.471097289547889,64.0
North 24 Parganas,2020-03-25,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5986725018137897,1.9826369041315701,0.23627059354284197,7.69881761903146,6.49632897509779,6.49632897509779,65.0
North 24 Parganas,2020-03-26,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61079610571023,2.0094360034214698,0.22998684390692004,7.81086904969793,6.55850395447428,6.55850395447428,66.0
North 24 Parganas,2020-03-27,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.57613546616599,2.0020413685947203,0.22710788023951198,7.76734818517549,6.52878812662459,6.52878812662459,67.0
North 24 Parganas,2020-03-28,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60040003900445,2.01843606647402,0.222425619683813,7.7384436125387595,6.532956283679381,6.532956283679381,68.0
North 24 Parganas,2020-03-29,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61420953540574,2.0041196614880703,0.250915779936131,7.77260174313283,6.53582369790678,6.53582369790678,69.0
North 24 Parganas,2020-03-30,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6061621345266803,2.00086769916962,0.230916203988838,7.85459785721046,6.51409476339875,6.51409476339875,70.0
North 24 Parganas,2020-03-31,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60748684253981,2.0062447574552897,0.234606008857224,7.84047813472929,6.50761190682978,6.50761190682978,71.0
North 24 Parganas,2020-04-01,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.55769137333575,1.9583684533557701,0.213154660841576,7.517800026398651,6.32229687417584,6.32229687417584,72.0
North 24 Parganas,2020-04-02,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61143179669874,1.9914884714319199,0.22569155726524598,7.87181718149405,6.57633564723499,6.57633564723499,73.0
North 24 Parganas,2020-04-03,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59288772206653,1.99180231928493,0.235850838081153,7.6771096442247595,6.540129218741809,6.540129218741809,74.0
North 24 Parganas,2020-04-04,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.57360271220287,1.9894240010358302,0.23550190326666898,7.56637060347502,6.45537132108611,6.45537132108611,75.0
North 24 Parganas,2020-04-05,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.6127394657271297,2.01024461712612,0.235659506935061,7.89852146059429,6.4661602846648805,6.4661602846648805,76.0
North 24 Parganas,2020-04-06,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60311872232336,1.97621097805074,0.23060877935531002,7.5299391356524,6.47686378985993,6.47686378985993,77.0
North 24 Parganas,2020-04-07,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62297702521369,1.9935127444829601,0.24693966124642,7.663112241929049,6.49030976614668,6.49030976614668,78.0
North 24 Parganas,2020-04-08,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.59382650523119,2.01365270293308,0.221583620232193,7.85224620143286,6.541797238964549,6.541797238964549,79.0
North 24 Parganas,2020-04-09,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.63257684801674,2.00295864815719,0.24993285492361803,7.72693128364204,6.550722817271541,6.550722817271541,80.0
North 24 Parganas,2020-04-10,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.62088265090575,1.99512372533404,0.244179297757244,7.670072036348751,6.46141891605925,6.46141891605925,81.0
North 24 Parganas,2020-04-11,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5773206233062598,1.9786907469911,0.23411224450480603,7.57563841861895,6.415395150650519,6.415395150650519,82.0
North 24 Parganas,2020-04-12,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60616986859902,1.97999801444011,0.242718963109373,7.71503723141733,6.53457439462992,6.53457439462992,83.0
North 24 Parganas,2020-04-13,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60742011125353,1.99408448786889,0.24600154684549203,7.64417922837543,6.493999422462361,6.493999422462361,84.0
North 24 Parganas,2020-04-14,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61569259033518,2.0476417800256597,0.228366042481349,7.900967179072059,6.60422856837381,6.60422856837381,85.0
North 24 Parganas,2020-04-15,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61210221876356,2.0004332042447,0.22453732911466398,7.742740191331349,6.59554302930513,6.59554302930513,86.0
North 24 Parganas,2020-04-16,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.61930591002949,1.99997974666946,0.23545203155633104,7.69839649662428,6.49347860654712,6.49347860654712,87.0
North 24 Parganas,2020-04-17,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60085459727001,1.9533999277398701,0.233807251010953,7.6264164240564405,6.38384894105271,6.38384894105271,88.0
North 24 Parganas,2020-04-18,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5933441933237997,1.98078868568043,0.24564941046443897,7.62482781531121,6.438332821840019,6.438332821840019,89.0
North 24 Parganas,2020-04-19,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.57160148958922,1.96167155597415,0.236067055946826,7.57523899999143,6.2884957533905,6.2884957533905,90.0
North 24 Parganas,2020-04-20,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.60978731513119,2.02623842333497,0.22416568501548498,7.80534182152848,6.608659190952291,6.608659190952291,91.0
North 24 Parganas,2020-04-21,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.5721021231383396,1.98500986594468,0.236513768387993,7.63468321351094,6.482272140804829,6.482272140804829,92.0
North 24 Parganas,2020-04-22,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,190.204355445038,17.189590039001402,158.18850409463002,225.00835276801,219.061120638409,219.061120638409,93.0
North 24 Parganas,2020-04-23,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,80.45046438965191,64.5814587017885,7.74816363604845,203.90719315883098,193.063195764391,193.063195764391,94.0
North 24 Parganas,2020-04-24,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.59617865312327,8.09493039572266,2.54453761240381,36.29844494980561,23.4615143442124,23.4615143442124,95.0
North 24 Parganas,2020-04-25,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.9329656875936,0.904855062648119,1.76307326572406,5.28823883399609,4.86946537408047,4.86946537408047,96.0
North 24 Parganas,2020-04-26,47,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.9277514996266498,0.31021167796955,1.45499397063586,2.63708780094394,2.49815597857405,2.49815597857405,97.0
North 24 Parganas,2020-04-27,47,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.5863678323727,0.18071245864033497,1.28403896571486,1.97503416950703,1.9081901545593603,1.9081901545593603,98.0
North 24 Parganas,2020-04-28,47,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,1.43365661248144,0.132074486673764,1.19807207481972,1.71518278907867,1.6661423959784498,1.6661423959784498,99.0
North 24 Parganas,2020-04-29,47,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,1.3250441721219,0.10924443861002801,1.1221755718709199,1.5533705158141398,1.5137919342017099,1.5137919342017099,100.0
North 24 Parganas,2020-04-30,47,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.619599644944288,0.0640316206147113,0.501844884886933,0.7505950651713559,0.728712314910457,0.728712314910457,101.0
North 24 Parganas,2020-05-01,47,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.619734505786269,0.0621050745519274,0.506177246337247,0.7481883273354828,0.727786595237256,0.727786595237256,102.0
North 24 Parganas,2020-05-02,47,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,0.6657144767527801,0.0766179257280019,0.531925977554206,0.8305824422041079,0.8001272564302829,0.8001272564302829,103.0
North 24 Parganas,2020-05-03,169,,122,34,34,18,18,,122.0,,,,,27.57303081855637,,,18.0,14.754098360655737,34.61538461538461,0.0,189.5,0.0,0.0,0.0,inf,,,0.7572798377576629,0.0864728029466207,0.600896111785209,0.9380910979197571,0.9069054698719649,0.9069054698719649,104.0
North 24 Parganas,2020-05-04,178,,9,36,2,18,,,65.5,,,,,6.094039420043256,,,18.0,13.740458015267176,33.333333333333336,900.0,47.97652916073969,0.0,249.1071428571429,0.0,inf,,,0.763024276875823,0.0846136612093884,0.6055257677700521,0.937094481252756,0.905744865419298,0.905744865419298,105.0
North 24 Parganas,2020-05-05,187,,9,38,2,18,,,46.666666666666664,,,,,8.491694273830767,,,18.0,12.857142857142858,32.142857142857146,200.0,30.267857142857146,0.0,92.4812030075188,900.0,inf,,,0.8557703382729159,0.0898240339867258,0.6931026496127839,1.04153742185859,1.0111829488586601,1.0111829488586601,106.0
North 24 Parganas,2020-05-06,202,,15,38,,19,1,,38.75,,,,,11.189055984341715,,,9.5,12.258064516129032,33.333333333333336,92.73809523809524,24.98787878787879,0.0,55.483193277310924,380.0,inf,,,0.9737532602595369,0.0948141862353082,0.7938478883715271,1.16648250668935,1.1332290445928401,1.1332290445928401,107.0
North 24 Parganas,2020-05-07,220,,18,48,10,21,2,,34.6,,,,,9.191010272852123,,,7.0,12.138728323699421,30.434782608695652,64.63068181818181,22.454529855868223,0.0,45.40934320074005,152.8846153846154,inf,,,1.17828841762647,0.10654429200294399,0.97938025561654,1.3948121895746002,1.35810594895344,1.35810594895344,108.0
North 24 Parganas,2020-05-08,232,,12,49,1,21,,,30.833333333333332,,,,,12.987297124682348,,,7.0,11.35135135135135,30.0,48.282241014799155,19.00061425061425,2100.0,34.85655737704917,101.25,inf,,,1.13223896717995,0.104347590766702,0.937245489851303,1.34580954836324,1.30907512481344,1.30907512481344,109.0
North 24 Parganas,2020-05-09,243,,11,55,6,23,2,,28.0,,,,,10.789446842043796,,,5.75,11.73469387755102,29.487179487179485,41.44480519480519,18.842069892473116,457.94642857142645,30.263157894736842,73.07291666666667,8.268553291970388,-0.5170018028979122,17.05410838683869,1.18426724845742,0.107835673424812,0.9839073455940001,1.4061006703486898,1.36715831342162,1.36715831342162,110.0
North 24 Parganas,2020-05-10,251,,8,57,2,25,2,,11.714285714285714,,,,,15.28504969289538,,,1.75,12.254901960784315,30.48780487804878,36.49829497016198,18.645484949832774,278.84615384615245,27.935547598468947,59.523809523809526,11.291766744054472,7.636431245403331,14.947102242705613,1.1048409190781499,0.0993159523753921,0.91673778043752,1.30247784071074,1.2698237867185802,1.2698237867185802,111.0
North 24 Parganas,2020-05-11,273,,22,68,11,27,2,,13.571428571428571,,,,,12.387883411235471,,,1.8,11.946902654867257,28.42105263157895,33.33333333333333,18.17448979591837,221.90624999999918,26.35791616544832,50.235849056603776,12.23503002820375,6.056876985330005,18.413183071077498,0.991234517364208,0.0906624548895176,0.8197111957758739,1.17420424284127,1.14331532975366,1.14331532975366,112.0
North 24 Parganas,2020-05-12,288,,15,79,11,28,1,,14.428571428571429,,,,,10.989251413192756,,,1.6666666666666667,11.618257261410788,26.16822429906542,30.60200668896321,17.22828145118534,155.8260869565212,24.1930729550479,42.42424242424242,12.223200985073364,5.992233258266598,18.45416871188013,0.9965284526653341,0.0902465449438861,0.828816681602029,1.18074998758268,1.14934954496974,1.14934954496974,113.0
North 24 Parganas,2020-05-13,301,,13,94,15,29,1,,14.142857142857142,,,,,11.688567412214113,,,1.6666666666666667,11.417322834645669,23.577235772357724,27.884615384615387,16.33585666222307,110.6311360448805,22.30769230769231,37.17948717948718,12.80358555597202,7.127498883549664,18.479672228394378,1.04017824502801,0.09059034526458198,0.868434565629351,1.22532094346431,1.19251198743235,1.19251198743235,114.0
North 24 Parganas,2020-05-14,317,,16,102,8,29,,,13.857142857142858,,,,,8.691498844979725,,,1.6,10.74074074074074,22.137404580152673,25.438596491228072,14.871794871794872,87.82051282051259,20.56737588652482,32.047166316829234,13.541368295034188,8.437929804961925,18.64480678510645,1.00693360397873,0.0896900240667507,0.841476486498232,1.1895525526550101,1.16018555177761,1.16018555177761,115.0
North 24 Parganas,2020-05-15,321,,4,114,12,32,3,,12.714285714285714,,,,,8.391791988256287,,,1.8333333333333333,11.678832116788321,21.91780821917808,25.0,15.307692307692308,71.23076923076907,20.382165605095544,30.843913368185216,13.457452344109242,8.39873646581237,18.516168222406115,0.9922060933018041,0.0888911624059544,0.827073037774871,1.1758705113394399,1.14134119139912,1.14134119139912,116.0
